StringID,English_Translator,Screenshot,Notes,English,ChineseTrad,ChineseSimp,Japanese,Korean,Danish,Dutch,French,German,Italian,Norwegian,Russian,Spanish,Swedish,Turkish,Portuguese
ACTIVE_SKILL_SKILLTREE_DESC_CRIT_CHANCE,The Critical Chance skill can be upgraded in the skill tree.,ActiveSkillPoPup5,,The Crit Chance skill can be upgraded in the skill tree.,爆擊機率技能可在技能樹中進行升級。,暴击机率技能可以在技能树中升级。,スキルツリーでクリティカルチャンススキルを強化できます。,스킬 트리에서 치명타 확률 스킬을 업그레이드할 수 있습니다.,Kritisk chance-evnen kan opgraderes i evnetræet.,De vaardigheid Kritieke kans kan in het vaardighedenschema worden geüpgraded.,Tu peux améliorer la compétence Frappe critique dans l'arbre de compétences.,Die Chancen-auf-kritische-Treffer-Fertigkeit kann im Fertigkeitenbaum verbessert werden.,L'abilità Possibilità di critico può essere potenziata nell'albero abilità.,Sjansen for kritiske treff kan oppgraderes i ferdighetstreet.,Шанс критического удара можно улучшить через дерево умений.,Puedes mejorar la habilidad Probabilidad de daño crítico en el árbol de habilidades.,Färdigheten för kritisk chans kan uppgraderas i färdighetsträdet.,"Kritik Vuruş Şansı becerisi, beceri ağacında yükseltilebilir.",A habilidade Chance Crítica pode ser melhorada na árvore de habilidades.
ACTIVE_SKILL_SKILLTREE_DESC_HAND_OF_MIDAS,The Hand of Midas skill can be upgraded in the skill tree.,ActiveSkillPoPup6,,The Hand of Midas skill can be upgraded in the skill tree.,米達斯之手技能可在技能樹中進行升級。,米达斯之手技能可以在技能树中升级。,スキルツリーでミダスの手スキルを強化できます。,스킬 트리에서 미다스의 손 스킬을 업그레이드할 수 있습니다.,Midas' hånd-evnen kan opgraderes i evnetræet.,De vaardigheid Hand van Midas kan in het vaardighedenschema worden geüpgraded.,Tu peux améliorer la compétence Main de Midas dans l'arbre de compétences.,Die Hand-von-Midas-Fertigkeit kann im Fertigkeitenbaum verbessert werden.,L'abilità Mano di Mida può essere potenziata nell'albero abilità.,Midas' hånd kan oppgraderes i ferdighetstreet.,Касание Мидаса можно улучшить через дерево умений.,Puedes mejorar la habilidad Mano de Midas en el árbol de habilidades.,Färdigheten Midas hand kan uppgraderas i färdighetsträdet.,"Midas'ın Eli becerisi, beceri ağacında yükseltilebilir.",A habilidade Toque de Midas pode ser melhorada na árvore de habilidades.
SECONDS_SHORT,sec.,,Short form of seconds,sec.,秒鐘,秒钟,秒,초,sek.,sec.,sec,Sek.,sec.,sek,сек.,seg,sek.,sn,seg
NUMBER_OF_SECONDS,{0} seconds,,seconds as in hour/minute/second. And {0} is the number of seconds such as 10 seconds,{0} seconds,秒,秒,秒,초 ,sekunder,seconden ,secondes,Sekunden ,secondi ,sekunder ,сек. ,segundos,sekunder,saniye ,segundos
MANA_POTION_USAGE_TITLE,Mana Potion,,,Mana Potion,魔力藥水,法力药水,マナポーション,마나 물약,Mannadrik,Mana-drankje,Potion de mana,Manatrank,Pozione di mana,Manaeliksir,Зелье маны,Poción de maná,Manadryck,Mana İksiri,Poção de Mana
MANA_POTION_USAGE_DESC,Do you want to use a potion to refill your mana?,,,Do you want to use a potion to refill your mana?,你要使用藥水補充你的魔力嗎？,你想使用药水来补满你的法力吗？,ポーションを使ってマナを補充しますか？,물약을 사용해 마나를 재충전할까요?,Vil du bruge en drik for at fylde din manna igen?,Wil je een drankje gebruiken om je mana aan te vullen?,Veux-tu utiliser une potion pour recharger ton mana ?,Möchtest du dein Mana mit einem Trank wiederauffüllen?,Vuoi usare una pozione per ricaricare il tuo mana?,Vil du bruke en eliksir for å fylle opp manaen?,"Использовать зелье, чтобы восстановить ману?",¿Quieres consumir una poción para recuperar maná?,Vill du använda en dryck för att återställa din mana?,Mananı doldurmak için iksir kullanmak ister misin?,Você quer usar uma poção para recarregar seu mana?
MANA_REFILL_TITLE,Mana Refill,,,Mana Refill,魔力補充,法力补满,マナ補充,마나 재충전,Manna-genopfyldning,Mana aanvullen,Recharge de mana,Manafüllung,Ricarica mana,Manapåfyll,Восполнение маны,Recarga de maná,Manaåterställning,Mana Doldur,Recarga de Mana
MANA_REFILL_DESC,Do you want to use {0} Diamonds to refill your mana?,,{0} diamond amount,Do you want to use {0} Diamonds to refill your mana?,你要使用 {0} 顆鑽石補充你的魔力嗎？,你想使用 {0} 钻石来补满你的法力吗？,ダイアモンド{0}個を使ってマナを補充しますか？,다이아몬드 {0}개를 사용해 마나를 재충전할까요?,Vil du bruge {0} diamanter for at fylde din manna igen?,Wil je {0} diamanten gebruiken om je mana aan te vullen?,Veux-tu utiliser {0} diamants pour recharger ton mana ?,Möchtest du mit {0} Diamanten dein Mana wiederauffüllen?,Vuoi usare {0} diamanti per ricaricare il tuo mana?,Vil du bruke {0} diamanter for å fylle opp manaen?,"Использовать алмазы ({0}), чтобы восстановить ману?",¿Quieres gastar {0} diamantes para recuperar maná?,Vill du använda {0} diamanter för att återställa din mana?,Mananı doldurmak için {0} elmas kullanmak ister misin?,Você quer usar {0} diamantes para recarregar seu mana?
DURATION,Duration,,,Duration,持續時間,持续时间,発動時間,지속 시간,Varighed,Duur,Durée,Dauer,Durata,Varighet,Время действия,Duración,Längd,Süre,Duração
COOLDOWN,Cooldown,,,Cooldown,冷卻,冷却,クールダウン,재사용 대기시간,Køl ned,Afkoelingsperiode,Temps de recharge,Abklingzeit,Recupero,Nedkjøling,Восстановление,Tiempo de recarga,Kyla ner,Yükleme Süresi,Resfriar
WATCH_VIDEO,Watch,,watch a video,Watch,觀看,观看,見る,시청,Se,Bekijken,Regarder,Ansehen,Guarda,Se,Смотреть,Ver,Visa,İzle,Assistir
NO_THANKS,No Thanks,,,No Thanks,不用了，謝謝,不用了，谢谢,いいえ,거부,Nej tak,"Nee, bedankt",Non merci,Nein danke,"No, grazie","Nei, takk","Нет, спасибо","No, gracias",Nej tack,Hayır Teşekkürler,"Não, obrigado"
FAIRY_VIDEO_DESCRIPTION,"Hey, listen! Do you want to watch a video to receive an awesome fairy bonus?",,add,"Hey, listen! Do you want to watch a video to receive an awesome fairy bonus?",嗨，想看支影片來獲得超棒的精靈獎勵嗎？,嗨，想观看一段视频来获得超赞的仙女奖励吗？,動画を見てゴキゲンなフェアリーボーナスを受け取りますか？,"안녕하세요, 동영상을 보고 요정 보너스를 받으시겠어요?","Hej, vil du se en video for at få en sej fe-bonus?","Hoi, wil je een filmpje bekijken om een fantastische feeënbonus te ontvangen?","Salut, tu veux regarder une vidéo pour recevoir un super bonus féerique ?",Hi! Möchtest du ein Video ansehen und einen tollen Bonus dafür erhalten?,"Ehi, vuoi guardare un video per ricevere un fantastico bonus fatato?","Hei, vil du se på en video og få en fantastisk alvebonus?","Хотите посмотреть видео, чтобы получить потрясающий бонус от феи?",¡Hola! ¿Quieres ver un vídeo para recibir una bonificación feérica increíble?,Hej! Vill du se ett videoklipp och få en fin älvebonus?,"Selam, muhteşem bir peri bonusu almak için video izlemek ister misin?","Oi, quer assistir a um vídeo para receber um incrível bônus de fada?"
BOOST,Boost,,Boost as in the powering up of an ability,Boost,提升,提升,ブースト,부스트,Forstærkning,Boost,Coup de pouce,Erhöhung,Spinta,Kraftøkning,Усиление,Impulsar,Ökning,Güç Artırıcı,Turbo
NEW_IMPROVEMENT,{0}'s damage x {1},,"{0}'s represents heroes' name, x{1} represnts mulitplier number",{0}'s damage x {1},{0}的攻擊力 x{1},{0}的伤害 x{1},{0}のダメージ x{1},{0}의 대미지 {1}배,Skade fra {0} x{1},Schade van {0} x{1},Dégâts de {0} x{1},{1}-facherSchaden von{0},Danno di {0} x{1},{0}-skade x{1},{0}: урон x{1},Daño de {0} x {1},Skada från {0} x{1},{0} hasarı x{1},Dano de {0} x{1}
PET_DAMAGE,Pet Damage,,,Pet Damage,寵物攻擊力,宠物伤害,ペットのダメージ,소환수 대미지,Kæledyrsskade,Huisdierschade,Dégâts des familiers,Tierschaden,Danno animale,Kjæledyrskade,Урон питомца,Daño de mascota,Djurskada,Hayvan Hasarı,Dano do Pet
HELPER_DAMAGE,Heroes DPS,,,Heroes DPS,英雄的每秒攻擊力,英雄DPS,ヒーローのDPS,영웅 DPS,Helte-SPS,Schade/sec. helden,DPS des héros,Helden-DPS,DPS eroi,Helte-DPS,DPS героев,DPS de héroes,Hjältars skada per sekund,Kahramanların Saniye Başına Hasarı,DPS de Heróis
TAP_DAMAGE,Tap Damage,,,Tap Damage,點擊攻擊力,点击攻击力,タップダメージ,탭 대미지,Tryk på Skade,Tikschade,Dégâts des coups,Tippschaden,Danni dei tocchi,Tappeskade,Урон от удара,Daño por toque,Knacka för skada,Dokunma Hasarı,Dano do toque
CURRENT_DPS_DAMAGE,Current DPS,,,Current DPS,目前 DPS,目前 DPS,現在の DPS,현재 DPS,Nuværende DPS,Huidige schade per aanval,DPS actuel,Aktueller SPS,DPS attuale,Gjeldende DPS,Всего урона/сек,DPS actuales,Aktuell DPS,Mevcut DPS,DPS atual
DPS,DPS,An acronym for Damage Per Second.,,DPS,DPS,DPS,DPS,DPS,DPS,DPS,DPS,DPS,DPS,DPS,DPS,DPS,DPS,DPS,DPS
DPS_AMOUNT,DPS: {0},,,DPS: {0},DPS: {0},DPS: {0},DPS: {0},DPS: {0},DPS: {0},DPS: {0},DPS: {0},DPS: {0},DPS: {0},DPS: {0},DPS: {0},DPS: {0},DPS: {0},DPS: {0},DPS: {0}
NUM_HELPERS,{0}/{1} Heroes,,{0} = current number of Heroess | {1} = total number of heroes,{0}/{1} Heroes,,,,,,,,,,,,,,,
HIRE,Hire,,,Hire,徵召,征召,使用する,고용,Hyr,Inhuren,Recruter,Anheuern,Arruola,Lei,Нанять,Contratar,Anställ,Kirala,Chamar
LEVEL_UP,Level Up,,,Level Up,等級提升,等级提升,レベルアップ,레벨 업,Opgrader til næste niveau,Niveau omhoog,Amélioration,Aufwerten,Livello successivo,Nivå opp,Новый уровень,Subir nivel,Gå upp i nivå,Seviye Yükselt,Nível acima
LEVEL_UP_MULTIPLE,Level Up x{0},,"x represents multiplier, {0} is number of levels",Level Up x{0},等級提升 x{0},等级提升 x{0},レベルアップ x{0},레벨 업 x{0},Opgrader til næste niveau x{0},Niveau omhoog x{0},Amélioration x{0},Aufwerten x{0},Livello successivo x{0},Nivå opp x{0},Новый уровень x{0},Subir nivel x{0},Gå upp i nivå x{0},Seviye Yükselt x{0},Nível acima x{0}
UNLOCK_SKILL,Unlock Skill,,Unlock button,Unlock Skill,解鎖技能,解锁技能,アンロック,스킬 잠금 해제,Lås færdighed op,Ontgrendel vaardigheid,Déverrouiller la compétence,Fähigkeit freischalten,Sblocca abilità,Lås opp egenskap,Открыть навык,Desbloquear poder,Lås upp egenskap,Yeteneğin Kilidini Aç,Desbloquear habilidade
EVOLVE,Evolve,,Evolve Hero button,Evolve,進化,进化,進化,진화,Udvikle,Ontwikkelen,Évoluer,Entwickeln,Trasforma,Utvikle,Улучшить,Evolucionar,Utveckla,Geliştir,Evoluir
TIMES_PER_SECOND,times/second,,ie. 5 times/second,times/second,次/秒,次/秒,回/秒,회 / 초,gange / sekund,keer / seconde,fois / seconde,mal / Sekunde,volte / secondo,ganger / sekund,раз / сек,veces / segundo,gånger / sekund,Zaman / saniye,vezes / segundo
TAP_DAMAGE_PER_SECOND,tap damage/second,,,,挖掘傷害/秒,挖掘傷害/秒,ダメージ/秒をタップ,데미지 / 초,tryk skader / sekund,tikt schade / seconde,appuyez sur les dommages / seconde,tippen Schaden / Sekunde,toccare danni / secondo,trykker skade / andre,нажмите урона / секунду,pulse el daño / segundo,knacka skador / sekund,hasar / saniye dokunun,toque dano / segundo
UNLOCK_AT_LVL,Unlock at Lv. {0},,{0} is level,Unlock at Lv. {0},達到第 {0} 級時解鎖,达到第 {0} 级时解锁,レベル {0} でアンロック,레벨 {0}에서 잠금 해제,Lås op ved nv. {0},Ontgrendel op niv. {0},Débloq. au niv. {0},In Lv. {0} freischalten,Sblocca al liv. {0},Lås opp på niv. {0},Откроется на {0} ур.,Se desbloquea en el nivel {0},Lås upp vid Lv. {0},{0}. Seviyede Kilidi Aç,Desbloquear no nível {0}
UPGRADE,Upgrade,,,Upgrade,升級,升级,アップグレード,업그레이드,Opgradering,Upgrade ,Amélioration ,Verbesserung,Miglioramento,Oppgrader,Улучшение,Mejora ,uppgradering,Yükseltmesi,Modernização 
PET,Pet,,,Pet,寵物,宠物,ペット,펫,Kæledyr,Huisdier,Familier ,Tier,Animale,Kjæledyr,Питомец,Mascota,Djur,Hayvan,Pet
STATS,Statistics,,,Stats,統計數據,统计数据,統計,통계,Statistikker,Statistieken,Statistiques,Statistik,Statistiche,Statistikk,Статистика,Estadísticas,Resultat,İstatistikler,Estatísticas
RANK,Rank,,,Rank,排名,排名,ランク,순위 ,Rank ,Rank ,Rang ,Rang ,Classifica ,Rank ,Ранг ,Rango ,Rank ,Sıra ,Terminou 
ACCOUNT,Account,,,Account,帳號,账号,アカウント,계정,Konto,Account,Compte,Konto,Account,Konto,Учетная запись,Cuenta,Konto,Hesap,Conta
PRESTIGE,Prestige,,,Prestige,聲望,声望,プレステージ,환생,Prestige,Prestige,Prestige,Prestige,Prestigio,Prestisje,Престиж,Prestigio,Prestige,Prestij,Prestígio
PRESTIGE_DESC,Restart your adventure in exchange for precious relics.,,,Restart your adventure in exchange for precious relics.,重新開始你的冒險以換取珍貴的遺物。,重新开始你的冒险，以换取珍贵的舍利。,冒険を振り出しに戻すかわりに貴重なレリックが手に入ります。,모험을 다시 시작하고 귀중한 유물 조각을 대가로 받으세요.,Genstart dit eventyr for at få værdifulde relikvier.,Herstart je avontuur in ruil voor kostbare relikwieën.,Redémarre ton aventure en échange de reliques précieuses.,Starte dein Abenteuer im Austausch gegen wertvolle Relikte neu.,Ricomincia la tua avventura in cambio di preziose reliquie.,Start eventyret på nytt i bytte mot verdifulle relikvier.,Начните приключение заново в обмен на бесценные реликвии.,Reinicia la aventura a cambio de reliquias preciosas.,Börja om ditt äventyr i utbyte mot värdefulla reliker.,Değerli eserler karşılığında macerana yeniden başla.,Reinicie sua aventura em troca de relíquias preciosas.
DMG_COLON,Tap Damage: {0},,{0} is amount of tap damage,Tap Damage: {0},點擊攻擊力: {0},点击攻击力: {0},タップダメージ: {0},탭 대미지: {0},Tryk på Skade: {0},Tikschade: {0},Dégâts des coups: {0},Tippschaden: {0},Danni dei tocchi: {0},Tappeskade: {0},Урон от удара: {0},Daño por toque: {0},Knacka för skada: {0},Dokunma Hasarı: {0},Dano do toque: {0}
TALENT_ENGAGED_PETQTE,Pet: Lightning Burst,,,Pet: Lightning Burst,寵物：雷電爆破,宠物：闪电爆发,ペット：ライトニングバースト,소환수: 번개 폭발,Kæledyr: Lyn-udbrud,Huisdier: Lichtflits,Familier : Décharge de foudre,Tier: Blitzstoß,Animale: Esplosione di fulmine,Kjæledyr: Tordenbrak,Питомец: Взрыв молний,Mascota: Estallido eléctrico,Djur: Blixtbristning,Hayvan: Yıldırım Patlaması,Pet: Rajada de Raio
TALENT_ENGAGED_PETQTEBOSS,Pet: Flash Zip,,,Pet: Flash Zip,寵物：閃電瞬移,宠物：闪电穿梭,ペット：フラッシュジップ,소환수:급상승,Kæledyr:Lyn-hvislen,Huisdier:Flitsflats,Familier :Attaque en piqué,Tier:Blitzzischen,Animale:Lampo saettante,Kjæledyr:Lynangrep,Питомец:Вспышка молнии,Mascota:Tirolina relámpago,Djur:Snabblixt,Hayvan:Hızır Vınn,Pet:Flash Zip
TALENT_ENGAGED_PETGOLD,Pet: Heart of Midas,,,Pet: Heart of Midas,寵物：米達斯之心,宠物：米达斯之心,ペット：ミダスのハート,소환수:미다스의 심장,Kæledyr:Midas' hjerte,Huisdier:Hart van Midas,Familier :Cœur de Midas,Tier:Herz von Midas,Animale:Cuore di Mida,Kjæledyr:Midas' hjerte,Питомец:Сердце Мидаса,Mascota:Corazón de Midas,Djur:Midas hjärta,Hayvan:Midas'ın Kalbi,Pet:Coração de Midas
